Listing Pictures,MLS #,Status,Style,Full Address,Zip,Community,MapCoord,Beds,TotB,EstSF,YrBlt,DOMLS,ListPrice,Lst Date,Sold Price,COEDate,Sale/Rent,Vacation Rental By Owner
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180041607/0/120/90/cd7617c3a1b222d239f6693be69c209c/1/c085541f6df67782e733c202b321a7d5/180041607.JPG,180041607,ACT,TOWNH,2166 Via Robles,92054,OSD,1106G1,3,3,"1,591",1974,22,"$469,900 ",7/27/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180032927/0/120/90/28494a10b8591c2523e7bec76a179bd2/1/94639bf8d54ad5db6dbb2bf045d9d54d/180032927.JPG,180032927,ACT,ATT,910 N Pacific Street 40,92054,OSD,,2,2,"1,226",1976,62,"$509,900 ",6/15/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180043689/0/120/90/d958fb0894946dc2ea99c29747a1d6cf/1/81b169391013bfdf4f1e17c6e6cdf8e8/180043689.JPG,180043689,ACT,ATT,3538 Paseo de los Americanos  129,92056,OSD,,2,2,"1,093",1989,11,"$349,900 - $355,000",8/7/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180036120/0/120/90/e2074a9501bbd9b3678f6fc98dc4ea88/1/e16a70cf2dcf3dd9b55bdd06c00a77ae/180036120.JPG,180036120,ACT,ATT,3528 Paseo De Los Americanos  117,92056,OSD,1106J2,2,2,"1,093",1989,47,"$359,900 ",7/2/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180040770/0/120/90/15b2b0eaad6e55c1b5c6d5fde4ed2186/1/f5f377ce2e42d2ff6a4d43274641a21a/180040770.JPG,180040770,ACT,ATT,100 Sea Cliff Way  106,92056,OSD,,2,2,"1,030",1990,24,"$379,000 ",7/25/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180044083/0/120/90/88d513a1fb3e24ad640a3d5ffd38926d/1/8eb8e078f06494db31ce7c6a2ccec92d/180044083.JPG,180044083,ACT,ATT,3555 Cameo Dr  64,92056,OSD,1106J1,2,2,"1,008",1992,10,"$389,999 ",8/8/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180035075/0/120/90/57a3a5f6e3d69a5bfbea983429e68896/1/dd156300fcacbf9d98244b8ea5fa65a2/180035075.JPG,180035075,ACT,TWINH,3897 Marvin St,92056,OSD,1087B7,3,2,"1,410",1973,52,"$450,000 ",6/27/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180027395/0/120/90/5ec00f9b6b5e78cfda62bb2d3cad7e5d/1/ad93cf4fbbc8f635c7d8a47f43b180da/180027395.JPG,180027395,ACT,ATT,4329 Star Path Way  1,92056,OSD,,2,2,"1,470",2018,88,"$496,281 ",5/22/18,,,For Sale,No
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180044917/0/120/90/354c03ba98591af0d5336abc5382c632/1/1e333e358ac21552b84b8cd35377d8f1/180044917.JPG,180044917,ACT,ATT,3160 Camino Crest Dr,92056,OSD,1106G2,2,2,"1,300",1974,7,"$550,000 ",8/11/18,,,For Sale,No
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180039225/0/120/90/a8bfa961ef2ac0b82c3c6ddaca21de9b/1/87167e55f06c8a49fe058d54f04a59d9/180039225.JPG,180039225,ACT,ATT,4212 Vista Del Rio Way  7,92057,OSD,1086J3,2,3,"1,224",1985,32,"$340,000 ",7/13/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180038662/0/120/90/a74563c3815adabc65114c65d1d78b2d/1/4794be46bf2aa5e021b1798049d5929b/180038662.JPG,180038662,ACT,ATT,4250 VISTA PANORAMA  201,92057,OSD,1086j3,2,3,"1,224",1986,36,"$375,000 ",7/13/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180039929/0/120/90/7d122e5403e4bc4e9b6f5609c0fe6b15/1/0be6a76172f8f74f7eab4b5763f77bef/180039929.JPG,180039929,ACT,ATT,4054 Craven Rd  50,92057,OSD,1086H3,3,3,"1,391",2002,29,"$424,000 ",7/19/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180037232/0/120/90/fa4c5da2eb526d143909bcaf649864ee/1/a3e3874952979b97b09287ad281fdf00/180037232.JPG,180037232,ACT,ATT,4034 Craven Road  34,92057,OSD,1086H3,3,3,"1,372",2003,25,"$425,000 ",7/5/18,,,For Sale,No
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180037915/0/120/90/ad304900eb1aa0441e4c9b888fde1193/1/d5fec4e22e9b7b088b2d67053ac0bb94/180037915.JPG,180037915,ACT,TOWNH,4228 Mission Ranch Way,92057,OSD,,3,3,"1,233",2018,38,"$449,990 ",7/11/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180031171/0/120/90/e588eacee4cd1b6734462705170c6151/1/0b39b05b375e78046ea6a049f8bf8bce/180031171.JPG,180031171,ACT,TOWNH,4233 Mission Ranch Way,92057,OSD,,3,3,"1,280",2018,71,"$458,789 ",6/8/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180044942/0/120/90/00dde2c4ced9ed07a0c6e0f44687f98b/1/7b8795c42618f44e4f1eec24fd6bafcf/180044942.JPG,180044942,ACT,ATT,3481 Peach Tree Way,92058,OSD,1086F2,2,2,"1,117",1979,6,"$325,000 ",8/12/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180039319/0/120/90/4c3f3815b9e86d28dd07f4a9d13a8e54/1/072e51a6e0f896caced02c8fc30cbacb/180039319.JPG,180039319,ACT,TOWNH,774 Timber Cove Way,92058,OSD,1066G7,3,2,"1,193",1986,31,"$339,900 ",7/18/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180024963/0/120/90/87263e0c0113771c10afcaf8efeded33/1/126b2938d53ce2f9130a50303ff4d91c/180024963.JPG,180024963,ACT,ATT,4261 Arcata Bay Way,92058,OSD,,3,2,"1,201",1982,100,"$374,900 ",5/10/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180029802/0/120/90/d16158112076da8d8aa9a9b319745153/1/0ff8e9b66c4569bc683c27a838a1282e/180029802.JPG,180029802,ACT,ATT,820 Malibu Point Way,92058,OSD,,3,2,"1,174",1988,65,"$375,000 ",6/3/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180042019/0/120/90/c71a9ce88322bd9d1f672394d9b22c2a/1/d547e614bab3f3d34c13a239cabdf920/180042019.JPG,180042019,ACT,ATT,231 Blossom Way,92058,OSD,,3,3,"1,342",1980,19,"$375,000 ",7/30/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180042374/0/120/90/d2ae5ffed79ababf970ffc80e03c13ac/1/e4fcc83c7b7068a4fe315c5105eb053e/180042374.JPG,180042374,ACT,TOWNH,777 Abalone Point Way,92058,OSD,,3,2,"1,193",1986,17,"$375,000 ",8/1/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180042948/0/120/90/70ff499ddc59b4cf72bc878a587ca47c/1/b93ea25fc64d2d3ac9b3ff30cf837aa0/180042948.JPG,180042948,ACT,ATT,1640 10th ave  307,92101,DWTN,,2,2,"1,131",1983,16,"$495,500 ",8/2/18,,,For Sale,No
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180039403/0/120/90/1563264a2dbfd7cec89f5896bfca8f75/1/3faad5f452c1cdfaa88432215085c13d/180039403.JPG,180039403,ACT,ATT,1643 6th Avenue  104,92101,DWTN,1289B2,2,2,"1,098",2004,31,"$499,900 ",7/18/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180032960/0/120/90/a8b58a7b106f039db42c4382ecca5ede/1/11cba7f10b1b6bc6365afd299f8572fd/180032960.JPG,180032960,ACT,ATT,1225 Island Ave  112,92101,DWTN,1289B4,2,2,"1,172",2005,62,"$499,999 ",6/17/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180045477/0/120/90/4b99869a62d752b62ff8934e4be15598/1/ba6ad10c076d7d008f3bca786cebf8c3/180045477.JPG,180045477,ACT,ATT,1501 Front St  216,92101,DWTN,1289A2,2,2,"1,058",2004,3,"$509,000 ",8/15/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180037213/0/120/90/132c2c9e454343c1c269e8f5bd2ecad3/1/bd81fbe9674ae3a4dc25bb4fa1ca9759/180037213.JPG,180037213,ACT,ATT,1640 10Th Ave  308,92101,DWTN,1289B2,2,2,"1,147",1983,42,"$519,000 - $529,000",7/7/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180045040/0/120/90/8e33993460f7db8c48eac6af5c27d112/1/f7a0be62ab4c982b63d1c550dca453c3/180045040.JPG,180045040,ACT,ATT,550 Park Blvd  2202,92101,DWTN,1289B4,2,2,"1,105",2004,5,"$529,900 ",8/13/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180032928/0/120/90/40cfd2135608f4e0480a327feef81451/1/ede7ab86c36585a37113115ee061c581/180032928.JPG,180032928,ACT,ATT,1514 7th Ave.  101,92101,DWTN,,2,2,"1,069",1981,62,"$534,900 ",6/16/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180042110/0/120/90/a128fb24dae570cfafae42db5e570809/1/04d23ceac3e3bc53f0159d126b39a1a3/180042110.JPG,180042110,ACT,ATT,1501 Front St  422,92101,DWTN,1289A2,2,2,"1,058",2004,18,"$535,000 ",7/31/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180036321/0/120/90/fedc5e28dde62c773b9e156611dcf5d2/1/78046012528c1d92d6e0b663639888e5/180036321.JPG,180036321,ACT,ATT,1150 J Street  108,92101,DWTN,,2,2,"1,323",2005,46,"$549,000 ",7/3/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180044886/0/120/90/9242cf2040353ac68e5a012cb9a063bc/1/fd90933f74c4cccb4f96538b72b84bfa/180044886.JPG,180044886,ACT,ATT,206 Park Blvd  210,92101,DWTN,,2,2,"1,033",2006,7,"$549,900 - $599,900",8/11/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180044791/0/120/90/59f780760f260fe78637781bd320dbdc/1/5d81353a88267dc977ee201634e6cc04/180044791.JPG,180044791,ACT,TOWNH,1281 34th St  3,92102,SD,,2,2,"1,087",1982,8,"$389,000 ",8/10/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180028380/0/120/90/73feddb7319a5bcbf4fe3c29ac7501e7/1/5423f6b22233c9204008d3815a901f90/180028380.JPG,180028380,ACT,TOWNH,4854 Charles Lews Way,92102,SD,,3,3,"1,641",2010,83,"$410,000 ",5/27/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180046211/0/120/90/af177c52babdef810f4ab5198ef51617/1/ba93705ef4e1ae4ceb726b6cfa3749ec/180046211.JPG,180046211,ACT,ATT,3775 Georgia Street  306,92103,HI,,2,2,"1,003",1990,1,"$449,000 ",8/17/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180038639/0/120/90/12fa903445f691e4b443a128c8a825b2/1/98439785d950b531ba6506083dd53ed0/180038639.JPG,180038639,ACT,ATT,3606 1st Avenue  101,92103,HI,,2,2,"1,039",1985,36,"$479,000 ",7/13/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180043890/0/120/90/dcdf1be7be4efb04b1dd0b0b67049d83/1/f3453b4a6e32de670408ac5313d87db7/180043890.JPG,180043890,ACT,ATT,3666 3rd Avenue  204,92103,SD,,2,2,"1,051",1988,10,"$479,500 ",8/8/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180036485/0/120/90/ab8cd026d335116c072fda26e381fab1/1/5c9f2bdd2efd91c73783f6485ba27340/180036485.JPG,180036485,ACT,ATT,836 W Pennsylvania Ave  205,92103,MH,1268J6,2,2,"1,025",1973,45,"$499,000 ",7/4/18,,,For Sale,No
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180044883/0/120/90/18249f5d70f2313ebf53620bf825f436/1/8dbe026e55b33d6d84f5a15146929e54/180044883.JPG,180044883,ACT,TWINH,3782 DOVE ST,92103,MH,1268J6,3,2,"1,159",1963,7,"$524,900 ",8/11/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180045431/0/120/90/2c24d5dcb3ab1f72e232649a568c2e16/1/1a1e0a4e64d45fb228859f4bf074a991/180045431.JPG,180045431,ACT,TOWNH,1289 Terracina Ln,92103,MH,1268J7,2,3,"1,168",2003,3,"$529,000 ",8/15/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180041319/0/120/90/2e56135377ad53d01183047a39d2f224/1/f9b2a32ed8b5b2f62cdc4925ebe3f16e/180041319.JPG,180041319,ACT,ATT,3939 Eagle  204,92103,MH,,2,2,"1,006",1982,23,"$519,444 - $534,444",7/26/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180040794/0/120/90/8f3a775c65f618e574815d04f68d21d2/1/4759e4fe9000b31155dcad60e8595110/180040794.JPG,180040794,ACT,ATT,4080 Front Street  204,92103,HI,,2,2,"1,099",2002,24,"$535,000 ",7/24/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180032368/0/120/90/15a79d5dc3861d688eed7cfdec1a077a/1/e9de95533bc4bc72bca9b7d75653453e/180032368.JPG,180032368,ACT,ATT,909 Sutter Street  304,92103,MH,1268J6,2,2,"1,258",1988,65,"$549,000 ",6/14/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180034657/0/120/90/01bd8bb49ff9f70da6412b3a47ba6cff/1/b7482fc00fc79d719d473466f1353623/180034657.JPG,180034657,ACT,ATT,521 Arbor Dr  202,92103,HI,1269A5,2,2,"1,167",1992,54,"$549,000 ",6/25/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180040116/0/120/90/819a870734c3ab36277a8b29ec242836/1/da4d42f703300f7294c5d55df91d873f/180040116.JPG,180040116,ACT,ATT,1950 Upas St  101,92104,NP,1269C6,2,2,"1,184",1985,29,"$500,000 - $525,000",7/20/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180044175/0/120/90/25e89bfb1cb0e13c7e0e1c72e20508a6/1/18ca75a93285039d05603725d5974389/180044175.JPG,180044175,ACT,ATT,2828 University Ave  201,92104,SD,,4,2,"1,320",1989,9,"$549,990 ",8/9/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180037854/0/120/90/7210a9b7f67c997dc2f8a8f935b8f94a/1/a1790ad39c26830952641f3a1cc7d439/180037854.JPG,180037854,ACT,ATT,5231 Caminito Mindy,92105,ESD,1270A7,3,2,"1,020",1974,38,"$329,980 ",7/11/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180045199/0/120/90/4025c41315b87333fe621e17a79fdf5b/1/339103d14deaea6bf2580559514d7275/180045199.JPG,180045199,ACT,TOWNH,3460 39th Street  C,92105,SD,,2,2,"1,020",1981,4,"$369,000 ",8/14/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180028337/0/120/90/bdfeefe370b79ea4757c79989762ef5c/1/20244354619fff45a4d57c5eb85f401c/180028337.JPG,180028337,ACT,ATT,5404 Olive St  C,92105,COL,1270B7,3,2,"1,409",1981,83,"$370,000 ",5/26/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180040318/0/120/90/ba0085e9237424e6649ccbf9ce001b21/1/3f14e6700cd62f327facfaf8a06582cc/180040318.JPG,180040318,ACT,ATT,5244 Caminito Cachorro,92105,ESD,,3,3,"1,330",1986,28,"$419,950 ",7/21/18,,,For Sale,No
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180044606/0/120/90/e1340e669239fc0ae7b52fc567efe744/1/feb2b7a540e2b9be9aa48f0f1ae4a24f/180044606.JPG,180044606,ACT,ATT,5404 Olive St  B,92105,COL,,3,2,"1,320",1981,8,"$399,000 - $425,000",8/10/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180045993/0/120/90/5ca0f1a3dd95ad8a9542e0464f099aca/1/52b452927a1caf0ebbfbc4012eda4eae/180045993.JPG,180045993,ACT,TOWNH,5319 Caminito Cachorro,92105,SD,1270A7,3,3,"1,330",1986,1,"$434,000 ",8/17/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180045650/0/120/90/4e4e3d22c55e20d95d66e1a52d45c691/1/bedc45b7ae71abed03f08b782b7e499c/180045650.JPG,180045650,ACT,TOWNH,3042 Macaulay,92106,PL,,2,3,"1,080",1975,3,"$550,000 ",8/15/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Static/120/90/63ed1da6b1b960795b2d411bf69cfae5/NoPhotoAvailable.jpg,180046225,ACT,TOWNH,8079 Caminito De Pizza  F,92108,MV,1269B2,2,2,"1,020",1975,1,"$355,000 ",8/17/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180023083/0/120/90/24a874fbe06bcc21fd0d66ea97baed82/1/c748665e44c5146453eb4a2d05955875/180023083.JPG,180023083,ACT,ATT,8085 Caminito De Pizza  R,92108,MV,1269B2,2,2,"1,020",1975,108,"$355,000 ",5/2/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180043289/0/120/90/7df166dda098b1c273a58464d2093780/1/e88dfe83bcea29d08f90645cbee2ff2b/180043289.JPG,180043289,ACT,ATT,10425 Caminito Cuervo  224,92108,MV,,2,2,"1,103",1977,15,"$399,000 ",8/1/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180042531/0/120/90/df601fddbc36cf4e9dee549fc8b30705/1/9a1cc760ed5edde57401d8e6d88d3ee0/180042531.JPG,180042531,ACT,ATT,10300 Caminito Cuervo  50,92108,MV,1249G7,2,2,"1,103",1978,17,"$429,000 ",8/1/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180045052/0/120/90/2c3cef7c6293dc872a718744a3b4e14b/1/237aa41759f6bc2d16f29375636ec4ef/180045052.JPG,180045052,ACT,ATT,6717 Friars Rd  91,92108,MV,1268J3,2,2,"1,059",1979,5,"$445,000 ",8/13/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180043517/0/120/90/611bd6f4d58c45ba1bbeaa4d8f09738d/1/fbb011ac0a94202e2606a21979937f95/180043517.JPG,180043517,ACT,ATT,6363 Rancho Mission Road  4,92108,MV,,2,2,"1,349",1978,12,"$450,000 ",7/27/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180038861/0/120/90/b9ee141913a020573f73fdc127b8ea4b/1/28a16b4e3f189094403b3d1ca310ffbc/180038861.JPG,180038861,ACT,ATT,2188 Gill Village Way  812,92108,MV,,2,2,"1,122",2002,34,"$460,000 ",7/15/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180045243/0/120/90/8b1b2a092248c6dfb916ff4359169e5c/1/a8adfcfd9fa5106b7dcd366e9c911881/180045243.JPG,180045243,ACT,ATT,10325 Caminito Cuervo  193,92108,MV,1249G7,3,2,"1,352",1978,4,"$499,000 ",8/14/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180045012/0/120/90/2575303a04aebf33eaaee0b07f048b91/1/dd166354db6e0292e53b4d52331a1436/180045012.JPG,180045012,ACT,ATT,2002 Missouri St  6,92109,PB,1248A5,2,2,"1,080",1968,5,"$455,000 ",8/13/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180041763/0/120/90/fcb922560b5aa8fc557b5ff96c3b098b/1/59b37463e8f58264e198b2bdb9f03375/180041763.JPG,180041763,ACT,ATT,1855 Diamond St  113,92109,PB,1248A5,2,2,"1,033",1975,21,"$465,000 ",7/28/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180042068/0/120/90/99f7660b94f2e777d177006c98ffe344/1/755d017899ff81063ad86c3f3eced2ae/180042068.JPG,180042068,ACT,ATT,4600 Lamont  4-127,92109,PB,,2,2,"1,033",1975,9,"$449,000 - $469,000",7/30/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180045668/0/120/90/94dd9c354d93e8753630b7065e84db10/1/254a9103511d8fd155901e88773f7bd1/180045668.JPG,180045668,ACT,ATT,4809 Bella Pacific Row  102,92109,PB,1248C4,2,2,"1,110",1987,3,"$474,900 ",8/15/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180041438/0/120/90/6ca52ece2d01ad57c134c64e0fb338bd/1/2d803711a5e1acd58c64b11b27fb3867/180041438.JPG,180041438,ACT,ATT,4833 Bella Pacific  222,92109,PB,,2,2,"1,094",1987,9,"$484,900 ",7/26/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180035443/0/120/90/10bc60ba32c42d1709212f29af569733/1/3398d8c4fb2718b6d7099e60cc5a3c17/180035443.JPG,180035443,ACT,ATT,5790 Friars Rd  E4,92110,OT,,2,2,"1,100",1981,51,"$410,000 - $415,000",6/18/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180044768/0/120/90/05680f5fedd29763f5b63413107ae448/1/8a9022185e96941c08c68e81a6945a42/180044768.JPG,180044768,ACT,ATT,5780 Friars  B2,92110,MV,,2,2,"1,200",1981,8,"$429,900 ",8/3/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180045017/0/120/90/70fa917ab3bbd1fec57064dc7b899792/1/1ab13923af73851348c5f955ae203a7a/180045017.JPG,180045017,ACT,ATT,3845 Groton St  3,92110,PL,1268C5,2,2,"1,018",1964,5,"$429,900 ",8/13/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180033113/0/120/90/a5d02f43da2e372c763a0575b090a697/1/bf743bd23b7b8072f96acac43eb6e258/180033113.JPG,180033113,ACT,ATT,1055 Donahue  7,92110,MV,,2,2,"1,259",1989,61,"$449,000 ",6/18/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180025703/0/120/90/b6315e32c429ddf0ab768920f5c5be5d/1/2078f4cf0ff45d455c23672c2e2725f3/180025703.JPG,180025703,ACT,ATT,5645 Friars  350,92110,SD,1268g3,3,2,"1,331",1980,92,"$459,999 ",5/14/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180023022/0/120/90/b12a13fa1719f47ab08a8afa23bcf67d/1/8c8d2f4e4d1382b5ae197d732692f618/180023022.JPG,180023022,ACT,TOWNH,5722 Riley Street  5,92110,BP,,3,2,"1,188",1989,108,"$460,000 - $485,000",5/2/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180040138/0/120/90/11e4a2f95bc4c6819de30a15a0883d94/1/ff60dcc936feac26727cdc38a2eb2c10/180040138.JPG,180040138,ACT,TOWNH,3471 Coastline,92110,PL,,2,2,"1,227",2006,29,"$485,000 ",7/20/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180045948/0/120/90/dcdd44e9ed39ebb1470d2e578e2a0952/1/2b664a458707b8796e5b34f20d2c4d2a/180045948.JPG,180045948,ACT,ATT,4070 Loma Riviera Circle,92110,PL,1268C5,3,2,"1,440",1965,2,"$490,000 ",8/16/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180045566/0/120/90/1601e03d1c6618a2f7b4ea97c955144f/1/c529bd94db60f8cf20a4169c59a68484/180045566.JPG,180045566,ACT,TOWNH,3465 Coastline Pl,92110,PL,1268D5,2,2,"1,227",2007,3,"$499,000 ",8/15/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180045269/0/120/90/d8c2e6f2cfea75260b21346c93789480/1/18346f480c68cb78bf1b651cc3fc7657/180045269.JPG,180045269,ACT,ATT,4147 Loma Riviera Ln,92110,PL,1268C5,2,2,"1,440",1965,4,"$499,000 - $519,000",8/14/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180044849/0/120/90/8c712b11b71e8fc620cc3d78a9955489/1/e1548f327e509b28183bff6373a014dc/180044849.JPG,180044849,ACT,ATT,4239 Loma Riviera Ln,92110,PL,1268C5,3,2,"1,400",1965,5,"$529,000 - $539,000",8/11/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180038466/0/120/90/fe9e377562bd3e7b9bf0bf22e36101f6/1/edde08ce3ba0dc2b4bcbc4ab66172207/180038466.JPG,180038466,ACT,ATT,3264 Loma Riviera Dr,92110,PL,1268C5,2,2,"1,400",1967,36,"$539,000 ",7/13/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180041827/0/120/90/53224838fceab0686c04cf1ec0f31aa1/1/56fab5f2ebcb14dd14d73dd9075ef72f/180041827.JPG,180041827,ACT,TOWNH,3204 Loma Riviera Dr,92110,SD,1268C5,2,2,"1,440",1965,20,"$545,000 ",7/29/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180044630/0/120/90/31f74132f16045e13ab7ad4eb83b9c16/1/cfb99012f8d890ca05fecee4adb1d534/180044630.JPG,180044630,ACT,ATT,3747 Keating Street  2,92110,MH,,2,3,"1,433",1981,8,"$550,000 ",8/10/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180036104/0/120/90/1787db404d70ffbff4fb5556c56da06c/1/1c717679d54aebe41b4b3da6608bfe57/180036104.JPG,180036104,ACT,ATT,4104 Mount Alifan Place  D,92111,CLM,,2,2,"1,052",1973,47,"$329,000 ",7/2/18,,,For Sale,
